movie_id,title,release_date,Action,Adventure,Animation,Children,Comedy,Crime,Documentary,Drama,Fantasy,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western
537,Last Fire,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
538,Lost Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
539,Rise of Fire,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
540,The Gate,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
541,Last Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
542,Silent Moon,01-Jan-1995,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
543,Return of Mountain,01-Jan-1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
544,Last Desert,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
545,A Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
546,Return of Ocean 4,01-Jan-1995,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0
547,A Shadow,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
548,Fall of Fire,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
549,Dark Night,01-Jan-1995,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
550,Last River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
551,Hidden Sun 3,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
552,The Shadow,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
553,Dark Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
554,Return of Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
555,Silent Journey 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
556,Last Star 2,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
557,Hidden Journey,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
558,Silent Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
559,A Forest,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
560,Dark Gate 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
561,Rise of Light,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
562,Silent Desert 2,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
563,Lost Light,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
564,Fall of River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
565,Hidden Fire,01-Jan-1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
566,Silent Dream,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,Silent Night 2,01-Jan-1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
568,Silent Shadow,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
569,Last Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
570,Lost Ocean,01-Jan-1995,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0
571,Fall of Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
572,Return of Star,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
573,A Dream,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
574,Rise of Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
575,Hidden Star 4,01-Jan-1995,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
576,Lost City,01-Jan-1995,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
577,A Shadow,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
578,Silent Desert,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
579,Dark Forest,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
580,A River 3,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
581,Lost Star,01-Jan-1995,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
582,Hidden Night 4,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
583,Return of Sun,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
584,The Light,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
585,Fall of Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
586,Rise of Star,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
587,Lost Fire,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
588,Fall of Dream,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
589,Lost Love,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
590,Hidden Ocean 3,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
591,Return of Forest 4,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
592,Return of Night,01-Jan-1995,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
593,Hidden Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
594,Hidden Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
595,The Shadow,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
596,Hidden Love 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
597,Hidden Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
598,The Mountain,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
599,Lost Fire,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
600,Fall of Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
601,Dark Fire,01-Jan-1995,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
602,The Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
603,Silent River,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
604,Hidden City,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
605,Last Star,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0
606,Return of Star,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
607,A Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
608,A Love,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,Return of Light,01-Jan-1995,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
610,Hidden Sun 3,01-Jan-1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
611,Return of Gate,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
612,Last Dream,01-Jan-1995,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
613,Silent Desert,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
614,Fall of Mountain,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
615,Lost River 3,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
616,Rise of Forest,01-Jan-1995,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
617,The Fire,01-Jan-1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
618,Silent Fire,01-Jan-1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
619,A Sun,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
620,Last Moon 3,01-Jan-1995,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0
621,Dark Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
622,Rise of Star,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
623,A Moon,01-Jan-1995,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0
624,Lost Love,01-Jan-1995,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
625,Hidden Sky,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
626,Dark Star 2,01-Jan-1995,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
627,Last Ocean,01-Jan-1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
628,Return of Dream,01-Jan-1995,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
629,Dark Desert,01-Jan-1995,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
630,Return of Gate 2,01-Jan-1995,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
631,Lost River,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
632,Return of Gate 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
633,Last Night,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
634,Hidden Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
635,Lost Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
636,Hidden Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
637,The Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
638,A Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
639,The Sky,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
640,Hidden Forest,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
641,The Forest,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
642,Lost Sky,01-Jan-1995,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
643,Dark City,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
644,Rise of Journey,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
645,A Dream,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
646,Dark City 3,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
647,Rise of Sun,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
648,Hidden Mountain,01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
649,The City,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
650,Lost Gate,01-Jan-1995,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
651,Silent Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
652,Return of River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
653,Last Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
654,Fall of Sky,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
655,Rise of Love,01-Jan-1995,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0
656,Rise of Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
657,Rise of Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
658,Last Ocean,01-Jan-1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
659,Fall of Fire,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
660,Lost Moon 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
661,Dark Star,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
662,Return of Fire,01-Jan-1995,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
663,A Star 4,01-Jan-1995,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,Fall of Mountain,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
665,Lost Love,01-Jan-1995,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
666,Fall of City,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
667,Hidden War 4,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
668,Lost War,01-Jan-1995,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
669,The Light,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
670,Silent Light,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
671,Return of Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
672,Return of Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
673,Silent Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
674,Fall of Gate,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
675,The Shadow,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
676,Rise of Ocean,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
677,The Night,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
678,Return of Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
679,Dark Mountain,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
680,Fall of Journey,01-Jan-1995,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
681,Hidden Light 4,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
682,Last Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
683,Lost Desert,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
684,Return of Desert,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
685,Rise of Light,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
686,Silent Love,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
687,The Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
688,Hidden Dream,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
689,Dark Sun,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
690,A Moon,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
691,Return of City,01-Jan-1995,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
692,Rise of Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
693,Rise of River,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
694,Last Fire,01-Jan-1995,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
695,Hidden Storm,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
696,Last War,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
697,Silent Fire 2,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
698,Lost Fire,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
699,Fall of Star,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
700,Rise of City,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
701,Silent Sky,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
702,Lost Mountain,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
703,Rise of War,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
704,Hidden Shadow,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
705,Lost Star,01-Jan-1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
706,A Journey 4,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
707,Lost Dream,01-Jan-1995,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0
708,Return of Night,01-Jan-1995,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
709,Lost River,01-Jan-1995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
710,Hidden Mountain 2,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
711,Silent Journey 4,01-Jan-1995,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0
712,Lost Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
713,The Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
714,Fall of Storm,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
715,The Dream,01-Jan-1995,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
716,The Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
717,A Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
718,A Mountain,01-Jan-1995,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
719,Return of City 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
720,Dark Star,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
721,Dark River,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
722,Dark Moon,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
723,Lost City 4,01-Jan-1995,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
724,Last Light,01-Jan-1995,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0
725,Lost Moon,01-Jan-1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
726,Rise of Storm,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
727,Fall of River,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
728,Lost Sun,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
729,Rise of War,01-Jan-1995,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
730,Return of Love,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
731,A Journey,01-Jan-1995,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
732,Dark Sky,01-Jan-1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
733,The War,01-Jan-1995,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
734,A Sky,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
735,The War 4,01-Jan-1995,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
736,Dark River,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
737,Rise of Journey,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
738,Rise of Forest 3,01-Jan-1995,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
739,Hidden Gate,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
740,Return of Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
741,Fall of Love,01-Jan-1995,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
742,Return of Sun 4,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
743,The Star,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
744,Dark Desert,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
745,Dark Sun,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
746,Return of Ocean 3,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
747,Rise of Fire,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
748,Return of River,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
749,Lost Sun,01-Jan-1995,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
750,Lost Desert,01-Jan-1995,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
751,Fall of Dream 2,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
752,A River,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
753,A Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
754,Rise of Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
755,Hidden Sky,01-Jan-1995,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
756,Rise of Forest 2,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
757,Lost Dream,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
758,Last Fire,01-Jan-1995,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0
759,The Dream,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
760,A Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
761,Hidden Dream,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,Rise of Ocean,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
763,Fall of Moon,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
764,Last Fire,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
765,Lost Mountain,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
766,Silent Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
767,Last Gate,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
768,Hidden War,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
769,The Love,01-Jan-1995,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
770,Hidden Forest,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
771,Fall of City,01-Jan-1995,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,Rise of Moon,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0
773,Rise of Mountain,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
774,Last Love,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
775,Silent Mountain,01-Jan-1995,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
776,Last Night,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
777,Silent Night 4,01-Jan-1995,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
778,Lost Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
779,A Journey,01-Jan-1995,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
780,Dark City,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
781,Rise of Shadow,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
782,The Dream,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
783,Last Journey,01-Jan-1995,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
784,Hidden Mountain,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
785,The Storm,01-Jan-1995,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
786,Dark Storm,01-Jan-1995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
787,Fall of Ocean 4,01-Jan-1995,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
788,The Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
789,Dark Night,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
790,Lost City 2,01-Jan-1995,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
791,Hidden Desert,01-Jan-1995,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
792,Last Love,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
793,A Star,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
794,Silent Forest,01-Jan-1995,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
795,Rise of Fire,01-Jan-1995,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
796,A Journey,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
797,Dark Ocean 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
798,The Night,01-Jan-1995,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
799,Last Forest 3,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
800,A Desert,01-Jan-1995,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
801,Rise of Dream,01-Jan-1995,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
802,Hidden Mountain,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
803,A Love,01-Jan-1995,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
804,Hidden Journey,01-Jan-1995,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
